"","fips","state","county","year","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude"
"446",6079,"CA","San Luis Obispo County",2014,"13.8%",37930,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.6%",NA,"31.4%","NA","20.6%","10,470","63%","37%","$3.47","$23,253,000.00","1",35.3871699387,-120.404113779
"447",6081,"CA","San Mateo County",2014,"10.1%",74910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.9%",NA,"41.1%","NA","16.1%","25,960","52%","48%","$3.47","$45,860,000.00","1",37.4222797899,-122.328717603
"448",6083,"CA","Santa Barbara County",2014,"11.5%",49610,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.9%",NA,"10.1%","NA","20.0%","19,660","71%","29%","$3.12","$27,288,000.00","1",34.7247642306,-120.022280302
"449",6085,"CA","Santa Clara County",2014,"11.0%",202400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.3%",NA,"36.7%","NA","17.2%","74,830","54%","46%","$3.38","$120,782,000.00","1",37.2314656159,-121.694370762
"450",6087,"CA","Santa Cruz County",2014,"13.4%",35940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.2%",NA,"27.8%","NA","21.6%","11,850","64%","36%","$3.48","$22,071,000.00","1",37.0562738337,-122.001503233
"451",6089,"CA","Shasta County",2014,"18.3%",32710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%",NA,"21.6%","NA","28.6%","11,200","76%","25%","$2.88","$16,624,000.00","1",40.7638035968,-122.040258069
"452",6091,"CA","Sierra County",2014,"16.7%",500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.4%",NA,"36.6%","NA","28.9%","140","61%","39%","$3.22","$284,000.00","1",39.5802326921,-120.5158689
"453",6093,"CA","Siskiyou County",2014,"20.0%",8840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","31.8%","2,880","78%","22%","$3.27","$5,106,000.00","1",41.5927766918,-122.540597429
"454",6095,"CA","Solano County",2014,"15.2%",64110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.6%",NA,"37.4%","NA","21.9%","21,790","59%","41%","$2.98","$33,737,000.00","1",38.2809617098,-121.925388545
"455",6097,"CA","Sonoma County",2014,"12.4%",61170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.8%",NA,"29.2%","NA","19.9%","20,830","64%","36%","$3.42","$36,985,000.00","1",38.5285599879,-122.887483333
"456",6099,"CA","Stanislaus County",2014,"15.0%",78380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.2%",NA,"7.8%","NA","26.5%","38,670","76%","24%","$2.97","$41,145,000.00","1",37.5596231173,-120.997728951
"457",6101,"CA","Sutter County",2014,"16.9%",16100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.4%",NA,"12.6%","NA","27.6%","7,040","80%","20%","$2.64","$7,513,000.00","1",39.0347176537,-121.694837777
"458",6103,"CA","Tehama County",2014,"15.7%",9950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.9%",NA,"9.1%","NA","27.1%","4,230","84%","16%","$3.07","$5,385,000.00","1",40.1257489332,-122.234030581
"459",6105,"CA","Trinity County",2014,"18.2%",2460,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.0%",NA,"21.0%","NA","29.8%","710","74%","26%","$3.04","$1,321,000.00","1",40.6506363021,-123.112687957
"460",6107,"CA","Tulare County",2014,"14.4%",65040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","29.0%","41,790","85%","15%","$2.83","$32,526,000.00","1",36.2204314354,-118.800475359
"461",6109,"CA","Tuolumne County",2014,"16.2%",8810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.3%",NA,"31.7%","NA","25.9%","2,370","76%","24%","$3.82","$5,948,000.00","1",38.0277827472,-119.954608354
"462",6111,"CA","Ventura County",2014,"9.4%",78840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%",NA,"20.1%","NA","18.8%","39,120","63%","37%","$3.27","$45,529,000.00","1",34.4716370318,-119.078252096
"463",6113,"CA","Yolo County",2014,"15.2%",31100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.0%",NA,"20.0%","NA","21.7%","9,830","70%","30%","$3.14","$17,266,000.00","1",38.6870109765,-121.901509517
"464",6115,"CA","Yuba County",2014,"18.1%",13190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.9%",NA,"9.1%","NA","29.0%","6,030","78%","22%","$2.74","$6,377,000.00","1",39.269286796,-121.35122881
"465",6001,"CA","Alameda County",2015,"14.3%",226090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.1%",NA,"35.9%","NA","17.7%","60,840","60%","40%","$3.61","$146,256,000.00","1",37.6448737628,-121.882288836
"466",6003,"CA","Alpine County",2015,"16.0%",180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.9%",NA,"21.1%","NA","19.5%","50","41%","59%","$3.41","$110,000.00","1",38.5979709975,-119.820210752
"467",6005,"CA","Amador County",2015,"14.0%",5180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.5%",NA,"44.5%","NA","23.2%","1,330","66%","34%","$3.99","$3,708,000.00","1",38.4461173773,-120.65157196
"468",6007,"CA","Butte County",2015,"17.9%",39860,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.2%",NA,"17.8%","NA","24.3%","11,020","76%","24%","$3.14","$22,455,000.00","1",39.6670113073,-121.600718282
"469",6009,"CA","Calaveras County",2015,"13.8%",6170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%",NA,"34.5%","NA","20.8%","1,700","57%","43%","$4.31","$4,767,000.00","1",38.2050147927,-120.553756737
"470",6011,"CA","Colusa County",2015,"11.7%",2500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.4%","1,540","81%","20%","$2.98","$1,337,000.00","1",39.1775362451,-122.237100273
"471",6013,"CA","Contra Costa County",2015,"12.0%",131060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.6%",NA,"36.4%","NA","17.3%","45,060","57%","43%","$3.44","$80,832,000.00","1",37.9155346665,-121.927176832
"472",6015,"CA","Del Norte County",2015,"17.8%",4960,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.5%",NA,"22.5%","NA","26.9%","1,590","82%","18%","$3.27","$2,908,000.00","1",41.7434380162,-123.896950371
"473",6017,"CA","El Dorado County",2015,"12.8%",23220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.4%",NA,"40.6%","NA","19.4%","7,520","55%","45%","$4.20","$17,492,000.00","1",38.7787541226,-120.525262109
"474",6019,"CA","Fresno County",2015,"14.4%",138030,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.7%",NA,"1.3%","NA","26.9%","74,680","79%","21%","$2.86","$70,697,000.00","1",36.7583709705,-119.651022678
"475",6021,"CA","Glenn County",2015,"13.3%",3730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","23.7%","1,800","80%","20%","$3.09","$2,063,000.00","1",39.5983656482,-122.392092433
"476",6023,"CA","Humboldt County",2015,"18.2%",24580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.3%",NA,"16.7%","NA","24.0%","6,340","82%","18%","$3.07","$13,521,000.00","1",40.6986310325,-123.873713677
"477",6025,"CA","Imperial County",2015,"14.5%",25900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","32.4%","16,520","77%","23%","$2.63","$12,201,000.00","1",33.0396666316,-115.365267034
"478",6027,"CA","Inyo County",2015,"13.0%",2380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%",NA,"29.4%","NA","19.3%","740","67%","33%","$3.08","$1,314,000.00","1",36.5112075686,-117.410731439
"479",6029,"CA","Kern County",2015,"13.4%",115810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.5%",NA,"2.5%","NA","25.3%","64,680","79%","21%","$2.91","$60,368,000.00","1",35.3428386484,-118.729938045
"480",6031,"CA","Kings County",2015,"13.8%",20780,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%",NA,"8.2%","NA","25.4%","10,570","82%","18%","$3.11","$11,605,000.00","1",36.075306112,-119.815547843
"481",6033,"CA","Lake County",2015,"17.9%",11490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.1%",NA,"10.9%","NA","26.8%","3,520","84%","17%","$3.70","$7,614,000.00","1",39.0996074075,-122.753384296
"482",6035,"CA","Lassen County",2015,"16.1%",5240,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","43.0%",NA,"57.0%","NA","25.2%","1,240","59%","41%","$3.55","$3,335,000.00","1",40.6735197906,-120.594276729
"483",6037,"CA","Los Angeles County",2015,"12.2%",1224940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.6%",NA,"5.4%","NA","20.7%","481,540","73%","28%","$3.28","$721,464,000.00","1",34.3615935047,-118.216981811
"484",6039,"CA","Madera County",2015,"12.0%",18410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.2%","10,780","82%","18%","$3.67","$12,101,000.00","1",37.21816377,-119.762685404
"485",6041,"CA","Marin County",2015,"11.5%",29680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.9%",NA,"49.1%","NA","16.0%","8,490","48%","52%","$4.01","$21,344,000.00","1",38.0728900672,-122.71915116
"486",6043,"CA","Mariposa County",2015,"15.8%",2820,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%",NA,"34.2%","NA","23.3%","690","58%","42%","$3.00","$1,519,000.00","1",37.5813163577,-119.906074042
"487",6045,"CA","Mendocino County",2015,"15.2%",13320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.4%",NA,"11.6%","NA","23.6%","4,510","83%","17%","$4.00","$9,550,000.00","1",39.440445802,-123.391375934
"488",6047,"CA","Merced County",2015,"13.9%",36560,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","27.3%","21,870","85%","16%","$3.02","$19,792,000.00","1",37.1928046251,-120.717925436
"489",6049,"CA","Modoc County",2015,"16.5%",1520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.8%",NA,"15.2%","NA","23.8%","450","91%","9%","$3.08","$841,000.00","1",41.5897858558,-120.725182912
"490",6051,"CA","Mono County",2015,"10.5%",1490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.3%",NA,"5.7%","NA","16.6%","470","100%","0%","$3.02","$807,000.00","1",37.9391539251,-118.886797787
"491",6053,"CA","Monterey County",2015,"9.9%",42410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","21.2%","24,000","77%","23%","$3.17","$24,087,000.00","1",36.2172938519,-121.23941124
"492",6055,"CA","Napa County",2015,"9.7%",13580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.8%",NA,"23.2%","NA","16.8%","5,240","69%","31%","$3.88","$9,460,000.00","1",38.5076030306,-122.330530356
"493",6057,"CA","Nevada County",2015,"14.3%",14060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%",NA,"34.5%","NA","21.2%","3,770","65%","36%","$4.55","$11,464,000.00","1",39.301273004,-120.768694433
"494",6059,"CA","Orange County",2015,"10.1%",315170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%",NA,"21.2%","NA","17.9%","129,670","65%","35%","$3.34","$188,489,000.00","1",33.703091525,-117.761211249
"495",6061,"CA","Placer County",2015,"12.3%",45130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.1%",NA,"45.9%","NA","18.1%","15,450","51%","49%","$3.49","$28,281,000.00","1",39.063936061,-120.717238332
"496",6063,"CA","Plumas County",2015,"17.6%",3340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%",NA,"29.4%","NA","25.8%","830","71%","29%","$3.20","$1,915,000.00","1",40.0047236595,-120.838727612
"497",6065,"CA","Riverside County",2015,"10.0%",229150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.4%",NA,"3.6%","NA","19.8%","121,670","73%","27%","$3.03","$124,545,000.00","1",33.74364051,-115.994021641
"498",6067,"CA","Sacramento County",2015,"16.3%",238760,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.1%",NA,"21.9%","NA","22.3%","80,290","73%","27%","$3.09","$132,104,000.00","1",38.4543841802,-121.338809393
"499",6069,"CA","San Benito County",2015,"6.1%",3530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","17.6%","2,780","67%","33%","$4.09","$2,590,000.00","1",36.6055494282,-121.074869757
"500",6071,"CA","San Bernardino County",2015,"10.6%",221360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","20.7%","119,720","74%","26%","$2.95","$116,966,000.00","1",34.8413712057,-116.178482683
"501",6073,"CA","San Diego County",2015,"12.3%",397390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.4%",NA,"22.6%","NA","18.9%","137,450","68%","32%","$3.35","$238,371,000.00","1",33.03590414,-116.733115518
"502",6075,"CA","San Francisco County",2015,"16.0%",134520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%",NA,"38.3%","NA","17.2%","19,360","55%","45%","$4.19","$101,027,000.00","1",37.7545101587,-122.442201158
"503",6077,"CA","San Joaquin County",2015,"13.9%",98650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.9%",NA,"10.1%","NA","22.9%","45,690","75%","25%","$3.04","$53,691,000.00","1",37.9347888756,-121.271031094
"504",6079,"CA","San Luis Obispo County",2015,"13.4%",37040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.7%",NA,"31.3%","NA","18.7%","9,520","67%","34%","$3.62","$24,012,000.00","1",35.3871699387,-120.404113779
"505",6081,"CA","San Mateo County",2015,"9.8%",73640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.4%",NA,"39.6%","NA","15.3%","24,830","54%","47%","$3.65","$48,152,000.00","1",37.4222797899,-122.328717603
"506",6083,"CA","Santa Barbara County",2015,"10.3%",44910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.9%",NA,"8.1%","NA","18.5%","18,260","71%","29%","$3.23","$25,994,000.00","1",34.7247642306,-120.022280302
"507",6085,"CA","Santa Clara County",2015,"10.5%",196180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.5%",NA,"37.5%","NA","15.9%","69,080","53%","47%","$3.54","$124,475,000.00","1",37.2314656159,-121.694370762
"508",6087,"CA","Santa Cruz County",2015,"12.6%",33820,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.7%",NA,"27.3%","NA","19.8%","10,820","66%","34%","$3.68","$22,291,000.00","1",37.0562738337,-122.001503233
"509",6089,"CA","Shasta County",2015,"18.0%",32190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%",NA,"21.2%","NA","25.5%","9,920","79%","21%","$2.96","$17,099,000.00","1",40.7638035968,-122.040258069
"510",6091,"CA","Sierra County",2015,"16.1%",490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.5%",NA,"38.5%","NA","24.8%","110","72%","28%","$3.32","$292,000.00","1",39.5802326921,-120.5158689
"511",6093,"CA","Siskiyou County",2015,"19.6%",8600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.8%",NA,"15.2%","NA","28.4%","2,530","84%","16%","$3.29","$5,078,000.00","1",41.5927766918,-122.540597429
"512",6095,"CA","Solano County",2015,"14.5%",61600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.8%",NA,"33.2%","NA","19.9%","19,750","63%","37%","$3.09","$34,171,000.00","1",38.2809617098,-121.925388545
"513",6097,"CA","Sonoma County",2015,"11.6%",57500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.3%",NA,"27.7%","NA","17.9%","18,530","67%","33%","$3.61","$37,263,000.00","1",38.5285599879,-122.887483333
"514",6099,"CA","Stanislaus County",2015,"13.4%",70590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.1%",NA,"5.9%","NA","24.1%","35,090","77%","23%","$3.07","$38,923,000.00","1",37.5596231173,-120.997728951
"515",6101,"CA","Sutter County",2015,"15.8%",15090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.8%",NA,"10.2%","NA","25.3%","6,400","82%","18%","$2.68","$7,241,000.00","1",39.0347176537,-121.694837777
"516",6103,"CA","Tehama County",2015,"15.2%",9590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.2%",NA,"8.8%","NA","24.9%","3,810","88%","12%","$3.20","$5,501,000.00","1",40.1257489332,-122.234030581
"517",6105,"CA","Trinity County",2015,"18.2%",2430,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.2%",NA,"17.8%","NA","26.3%","610","77%","23%","$3.15","$1,372,000.00","1",40.6506363021,-123.112687957
"518",6107,"CA","Tulare County",2015,"12.6%",57360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","27.1%","38,980","82%","18%","$2.91","$29,893,000.00","1",36.2204314354,-118.800475359
"519",6109,"CA","Tuolumne County",2015,"15.6%",8440,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%",NA,"34.5%","NA","22.5%","2,040","72%","28%","$4.11","$6,214,000.00","1",38.0277827472,-119.954608354
"520",6111,"CA","Ventura County",2015,"8.2%",69360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.9%",NA,"16.1%","NA","17.4%","35,890","63%","37%","$3.40","$42,342,000.00","1",34.4716370318,-119.078252096
"521",6113,"CA","Yolo County",2015,"14.5%",30040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.0%",NA,"19.0%","NA","19.8%","8,980","72%","28%","$3.25","$17,522,000.00","1",38.6870109765,-121.901509517
"522",6115,"CA","Yuba County",2015,"17.0%",12460,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.8%",NA,"11.2%","NA","26.2%","5,420","80%","20%","$2.81","$6,285,000.00","1",39.269286796,-121.35122881
"523",6001,"CA","Alameda County",2016,"13.4%",214370,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.7%",NA,"37.3%","NA","15.9%","54,840","59%","41%","$3.72","$136,279,000.00","1",37.6448737628,-121.882288836
"524",6003,"CA","Alpine County",2016,"15.2%",180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.9%",NA,"31.1%","NA","19.0%","50","43%","57%","$3.47","$107,000.00","1",38.5979709975,-119.820210752
"525",6005,"CA","Amador County",2016,"12.8%",4710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.7%",NA,"41.3%","NA","20.3%","1,170","68%","32%","$3.98","$3,202,000.00","1",38.4461173773,-120.65157196
"526",6007,"CA","Butte County",2016,"17.0%",38000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.0%",NA,"21.0%","NA","22.1%","10,050","73%","27%","$3.17","$20,553,000.00","1",39.6670113073,-121.600718282
"527",6009,"CA","Calaveras County",2016,"13.0%",5840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%",NA,"29.4%","NA","19.8%","1,590","65%","35%","$4.37","$4,364,000.00","1",38.2050147927,-120.553756737
"528",6011,"CA","Colusa County",2016,"11.3%",2410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.1%","1,490","83%","17%","$3.07","$1,265,000.00","1",39.1775362451,-122.237100273
"529",6013,"CA","Contra Costa County",2016,"11.1%",123170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%",NA,"36.5%","NA","15.6%","40,700","57%","43%","$3.53","$74,353,000.00","1",37.9155346665,-121.927176832
"530",6015,"CA","Del Norte County",2016,"16.8%",4640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.9%",NA,"24.1%","NA","24.4%","1,430","80%","20%","$3.37","$2,670,000.00","1",41.7434380162,-123.896950371
"531",6017,"CA","El Dorado County",2016,"11.7%",21350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.3%",NA,"40.7%","NA","17.0%","6,550","56%","45%","$4.32","$15,761,000.00","1",38.7787541226,-120.525262109
"532",6019,"CA","Fresno County",2016,"14.5%",139220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","26.2%","72,890","78%","22%","$2.90","$68,930,000.00","1",36.7583709705,-119.651022678
"533",6021,"CA","Glenn County",2016,"13.2%",3700,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","22.7%","1,720","82%","18%","$3.20","$2,026,000.00","1",39.5983656482,-122.392092433
"534",6023,"CA","Humboldt County",2016,"17.1%",23170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.6%",NA,"18.4%","NA","21.5%","5,670","81%","19%","$3.11","$12,312,000.00","1",40.6986310325,-123.873713677
"535",6025,"CA","Imperial County",2016,"15.0%",26740,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","33.1%","16,990","77%","24%","$2.58","$11,799,000.00","1",33.0396666316,-115.365267034
"536",6027,"CA","Inyo County",2016,"11.7%",2150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.2%",NA,"29.8%","NA","17.5%","660","69%","31%","$3.09","$1,137,000.00","1",36.5112075686,-117.410731439
"537",6029,"CA","Kern County",2016,"13.6%",118410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.0%","64,310","79%","22%","$2.89","$58,535,000.00","1",35.3428386484,-118.729938045
"538",6031,"CA","Kings County",2016,"13.6%",20410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.5%",NA,"3.5%","NA","24.2%","10,000","81%","19%","$2.98","$10,404,000.00","1",36.075306112,-119.815547843
"539",6033,"CA","Lake County",2016,"17.0%",10900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.6%",NA,"12.4%","NA","24.5%","3,200","82%","18%","$3.76","$7,001,000.00","1",39.0996074075,-122.753384296
"540",6035,"CA","Lassen County",2016,"15.5%",4940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","48.4%",NA,"51.6%","NA","23.3%","1,220","67%","33%","$3.68","$3,104,000.00","1",40.6735197906,-120.594276729
"541",6037,"CA","Los Angeles County",2016,"11.4%",1147010,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","99.0%",NA,"1.0%","NA","19.1%","439,010","72%","28%","$3.32","$649,879,000.00","1",34.3615935047,-118.216981811
"542",6039,"CA","Madera County",2016,"11.4%",17540,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","23.8%","10,160","84%","17%","$3.79","$11,369,000.00","1",37.21816377,-119.762685404
"543",6041,"CA","Marin County",2016,"10.5%",27240,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.6%",NA,"49.4%","NA","13.5%","7,160","51%","50%","$4.32","$20,112,000.00","1",38.0728900672,-122.71915116
"544",6043,"CA","Mariposa County",2016,"15.6%",2750,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.1%",NA,"35.9%","NA","21.9%","640","65%","35%","$3.03","$1,425,000.00","1",37.5813163577,-119.906074042
"545",6045,"CA","Mendocino County",2016,"14.5%",12710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.0%",NA,"11.0%","NA","21.6%","4,120","83%","17%","$4.00","$8,680,000.00","1",39.440445802,-123.391375934
"546",6047,"CA","Merced County",2016,"13.2%",35000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.7%","20,540","84%","16%","$3.04","$18,177,000.00","1",37.1928046251,-120.717925436
"547",6049,"CA","Modoc County",2016,"15.0%",1360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.7%",NA,"18.3%","NA","21.3%","390","95%","5%","$3.13","$728,000.00","1",41.5897858558,-120.725182912
"548",6051,"CA","Mono County",2016,"10.8%",1520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%",NA,"10.6%","NA","17.0%","470","88%","13%","$3.05","$793,000.00","1",37.9391539251,-118.886797787
"549",6053,"CA","Monterey County",2016,"9.5%",40770,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","20.1%","22,930","77%","24%","$3.22","$22,439,000.00","1",36.2172938519,-121.23941124
"550",6055,"CA","Napa County",2016,"8.6%",12170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%",NA,"21.2%","NA","14.7%","4,540","67%","33%","$4.18","$8,691,000.00","1",38.5076030306,-122.330530356
"551",6057,"CA","Nevada County",2016,"13.1%",12930,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.9%",NA,"36.1%","NA","18.6%","3,260","65%","36%","$4.61","$10,195,000.00","1",39.301273004,-120.768694433
