"","county","year","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff"
"84","Contra Costa County",2021,6013,"CA",7.5,87070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.5%",NA,NA,"42.5%","9.5%","24,940","60%","40%",4.45,"$68,469,000","2",37.9155346665,-121.927176832,543991.666666667,509291.666666667,34700,0.0638333333333333,216.53,2.37,2.08
"85","Del Norte County",2010,6015,"CA",20,5700,"130.0%","SNAP","185.0%","Other Nutrition Program","54.4%","11.7%","34.0%","NA","30.4%","1870","75%","25%",2.82,"$2,766,810","1",41.7434380162,-123.896950371,10944.1666666667,9465,1480.83333333333,0.135083333333333,146.46,1.61,1.21
"86","Del Norte County",2011,6015,"CA",18.6,5300,"130%","SNAP","185%","Other Nutrition Program","52.5%","22.0%","25.6%","NA","29.6%","1880","85%","16%",2.88,"$2,488,450.00","1",41.7434380162,-123.896950371,10880.8333333333,9409.16666666667,1473.33333333333,0.1355,147.06,1.61,1.27
"87","Del Norte County",2012,6015,"CA",18.8,5370,"130%","SNAP","185%","Other Nutrition Program","53.4%","16.1%","30.5%","NA","30.2%","1,830","79%","21%",3.02,"$2,837,000.00","1",41.7434380162,-123.896950371,10479.1666666667,9040.83333333333,1441.66666666667,0.137333333333333,149.05,1.63,1.39
"88","Del Norte County",2013,6015,"CA",19.2,5460,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.3%","0.0%","27.7%","NA","30.6%","1,860","80%","20%",3.24,"$3,127,000.00","1",41.7434380162,-123.896950371,10299.1666666667,9065,1234.16666666667,0.119833333333333,151.44,1.66,1.58
"89","Del Norte County",2014,6015,"CA",18.8,5270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.0%",NA,"26.0%","NA","29.7%","1,780","78%","23%",3.15,"$2,932,000.00","1",41.7434380162,-123.896950371,9914.16666666667,8906.66666666667,1010.83333333333,0.101833333333333,141.99,1.56,1.59
"90","Del Norte County",2015,6015,"CA",17.8,4960,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.5%",NA,"22.5%","NA","26.9%","1,590","82%","18%",3.27,"$2,908,000.00","1",41.7434380162,-123.896950371,9856.66666666667,9010.83333333333,846.666666666667,0.086,142,1.56,1.71
"91","Del Norte County",2016,6015,"CA",16.8,4640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.9%",NA,"24.1%","NA","24.4%","1,430","80%","20%",3.37,"$2,670,000.00","1",41.7434380162,-123.896950371,9756.66666666667,9019.16666666667,736.666666666667,0.0755,138.97,1.52,1.85
"92","Del Norte County",2017,6015,"CA",16.4,4490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.2%",NA,"25.8%","NA","23.9%","1,390","79%","22%",3.36,"$2,575,000.00","1",41.7434380162,-123.896950371,9696.66666666667,9070,626.666666666667,0.0648333333333333,136.44,1.5,1.86
"93","Del Norte County",2018,6015,"CA",16.7,4570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.1%",NA,"19.9%","NA","25.1%","1490","79%","21%",3.49,"$2,701,000.00","1",41.7434380162,-123.896950371,9710,9154.16666666667,556.666666666667,0.0573333333333333,136.22,1.49,2
"94","Del Norte County",2019,6015,"CA",15.8,4350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.5%",NA,"23.5%","23.5%","22.8%","1,350","79%","22%",3.38,"$2,513,000","2",41.7434380162,-123.896950371,9635.83333333333,9076.66666666667,560,0.05825,141.13,1.55,1.83
"95","Del Norte County",2020,6015,"CA",14.4,3990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.7%",NA,"27.3%","27.3%","20.0%","1,200","80%","20%",3.38,"$2,174,000","2",41.7434380162,-123.896950371,9448.33333333333,8535,913.333333333333,0.0969166666666667,151.1,1.66,1.72
"96","Del Norte County",2021,6015,"CA",13.4,3700,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.1%",NA,NA,"24.9%","18.5%","1,110","80%","20%",3.84,"$2,508,000","2",41.7434380162,-123.896950371,9351.66666666667,8640.83333333333,712.5,0.0759166666666667,216.53,2.37,1.47
"97","El Dorado County",2010,6017,"CA",15.6,27850,"130.0%","SNAP","185.0%","Other Nutrition Program","28.5%","13.5%","58.0%","NA","21.5%","8970","43%","57%",3.29,"$15,771,640","1",38.7787541226,-120.525262109,91200,79800,11408.3333333333,0.125,146.46,1.61,1.68
"98","El Dorado County",2011,6017,"CA",13.1,23520,"130%","SNAP","185%","Other Nutrition Program","30.7%","16.8%","52.5%","NA","20.0%","8290","50%","50%",3.7,"$14,187,300.00","1",38.7787541226,-120.525262109,89550,78875,10675,0.119166666666667,147.06,1.61,2.09
"99","El Dorado County",2012,6017,"CA",12.9,23250,"130%","SNAP","185%","Other Nutrition Program","33.1%","16.6%","50.3%","NA","20.2%","8,240","50%","50%",3.71,"$15,119,000.00","1",38.7787541226,-120.525262109,88866.6666666667,79641.6666666667,9233.33333333333,0.103916666666667,149.05,1.63,2.08
"100","El Dorado County",2013,6017,"CA",13.6,24650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.5%","0.0%","45.5%","NA","21.4%","8,600","51%","49%",3.82,"$16,671,000.00","1",38.7787541226,-120.525262109,88283.3333333333,80658.3333333333,7600,0.0860833333333333,151.44,1.66,2.16
"101","El Dorado County",2014,6017,"CA",13,23650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.7%",NA,"42.3%","NA","21.0%","8,300","52%","48%",4.05,"$16,927,000.00","1",38.7787541226,-120.525262109,87733.3333333333,81525,6200,0.0706666666666667,141.99,1.56,2.49
"102","El Dorado County",2015,6017,"CA",12.8,23220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.4%",NA,"40.6%","NA","19.4%","7,520","55%","45%",4.2,"$17,492,000.00","1",38.7787541226,-120.525262109,87908.3333333333,82850,5050,0.0574166666666667,142,1.56,2.64
"103","El Dorado County",2016,6017,"CA",11.7,21350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.3%",NA,"40.7%","NA","17.0%","6,550","56%","45%",4.32,"$15,761,000.00","1",38.7787541226,-120.525262109,88825,84241.6666666667,4575,0.0514166666666667,138.97,1.52,2.8
"104","El Dorado County",2017,6017,"CA",10.7,19880,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.9%",NA,"43.1%","NA","16.3%","6,220","50%","50%",4.28,"$14,525,000.00","1",38.7787541226,-120.525262109,89716.6666666667,85766.6666666667,3958.33333333333,0.0439166666666667,136.44,1.5,2.78
"105","El Dorado County",2018,6017,"CA",9.1,17040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.3%",NA,"41.7%","NA","13.4%","5080","47%","53%",4.47,"$12,877,000.00","1",38.7787541226,-120.525262109,91033.3333333333,87708.3333333333,3308.33333333333,0.0364166666666667,136.22,1.49,2.98
"106","El Dorado County",2019,6017,"CA",9,16890,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.9%",NA,"47.1%","47.1%","11.5%","4,350","51%","50%",4.41,"$12,719,000","2",38.7787541226,-120.525262109,92341.6666666667,89066.6666666667,3275,0.0354166666666667,141.13,1.55,2.86
"107","El Dorado County",2020,6017,"CA",9.5,18100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.9%",NA,"46.1%","46.1%","10.4%","3,930","51%","49%",4.52,"$13,173,000","2",38.7787541226,-120.525262109,91066.6666666667,83341.6666666667,7716.66666666667,0.08475,151.1,1.66,2.86
"108","El Dorado County",2021,6017,"CA",8,15280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.1%",NA,NA,"41.9%","8.5%","3,220","60%","40%",4.79,"$12,940,000","2",38.7787541226,-120.525262109,91875,86541.6666666667,5325,0.058,216.53,2.37,2.42
"109","Fresno County",2010,6019,"CA",20.8,189430,"130.0%","SNAP","185.0%","Other Nutrition Program","59.2%","23.6%","17.2%","NA","33.7%","91070","73%","27%",2.37,"$77,277,440","1",36.7583709705,-119.651022678,440575,365283.333333333,75283.3333333333,0.171083333333333,146.46,1.61,0.76
"110","Fresno County",2011,6019,"CA",20.8,191450,"130%","SNAP","185%","Other Nutrition Program","63.9%","16.4%","19.6%","NA","33.7%","93010","79%","21%",2.55,"$79,589,600.00","1",36.7583709705,-119.651022678,443258.333333333,368783.333333333,74491.6666666667,0.168166666666667,147.06,1.61,0.94
"111","Fresno County",2012,6019,"CA",18.9,176000,"130%","SNAP","185%","Other Nutrition Program","72.2%","14.1%","13.7%","NA","32.3%","89,500","82%","18%",2.58,"$79,385,000.00","1",36.7583709705,-119.651022678,439483.333333333,371975,67525,0.1535,149.05,1.63,0.95
"112","Fresno County",2013,6019,"CA",16.6,155600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.6%","0.0%","4.4%","NA","30.7%","85,200","83%","17%",2.7,"$74,268,000.00","1",36.7583709705,-119.651022678,436633.333333333,378050,58566.6666666667,0.13425,151.44,1.66,1.04
"113","Fresno County",2014,6019,"CA",16,151960,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.9%",NA,"1.1%","NA","29.2%","81,200","80%","21%",2.77,"$74,404,000.00","1",36.7583709705,-119.651022678,437625,386350,51241.6666666667,0.117166666666667,141.99,1.56,1.21
"114","Fresno County",2015,6019,"CA",14.4,138030,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.7%",NA,"1.3%","NA","26.9%","74,680","79%","21%",2.86,"$70,697,000.00","1",36.7583709705,-119.651022678,440316.666666667,395175,45133.3333333333,0.102416666666667,142,1.56,1.3
"115","Fresno County",2016,6019,"CA",14.5,139220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","26.2%","72,890","78%","22%",2.9,"$68,930,000.00","1",36.7583709705,-119.651022678,444733.333333333,402366.666666667,42366.6666666667,0.09525,138.97,1.52,1.38
"116","Fresno County",2017,6019,"CA",14,136340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.8%",NA,"5.2%","NA","24.8%","69,230","75%","25%",3,"$69,755,000.00","1",36.7583709705,-119.651022678,444466.666666667,406283.333333333,38183.3333333333,0.0858333333333333,136.44,1.5,1.5
"117","Fresno County",2018,6019,"CA",15.2,148670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.8%",NA,"6.2%","NA","22.9%","64140","79%","21%",3.07,"$77,333,000.00","1",36.7583709705,-119.651022678,446175,412391.666666667,33766.6666666667,0.0755833333333333,136.22,1.49,1.58
"118","Fresno County",2019,6019,"CA",14.7,144790,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%",NA,"10.6%","10.6%","22.0%","61,680","77%","23%",3.03,"$74,909,000","2",36.7583709705,-119.651022678,451308.333333333,418383.333333333,32925,0.0729166666666667,141.13,1.55,1.48
"119","Fresno County",2020,6019,"CA",14.4,142780,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.1%",NA,"14.9%","14.9%","23.0%","64,640","80%","20%",3.32,"$76,283,000","2",36.7583709705,-119.651022678,446491.666666667,394466.666666667,52016.6666666667,0.116583333333333,151.1,1.66,1.66
"120","Fresno County",2021,6019,"CA",13.6,136560,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.4%",NA,NA,"17.6%","19.0%","54,340","74%","26%",3.6,"$86,923,000","2",36.7583709705,-119.651022678,444500,403866.666666667,40625,0.0914166666666667,216.53,2.37,1.23
"121","Glenn County",2010,6021,"CA",19.5,5460,"130.0%","SNAP","185.0%","Other Nutrition Program","52.8%","25.5%","21.6%","NA","30.4%","2400","70%","31%",2.47,"$2,321,370","1",39.5983656482,-122.392092433,13241.6666666667,11152.5,2091.66666666667,0.158,146.46,1.61,0.86
"122","Glenn County",2011,6021,"CA",18.1,5080,"130%","SNAP","185%","Other Nutrition Program","57.6%","20.3%","22.0%","NA","29.7%","2350","76%","24%",2.62,"$2,169,830.00","1",39.5983656482,-122.392092433,13157.5,11081.6666666667,2077.5,0.15775,147.06,1.61,1.01
"123","Glenn County",2012,6021,"CA",17,4780,"130%","SNAP","185%","Other Nutrition Program","65.5%","16.7%","17.8%","NA","28.7%","2,240","80%","20%",2.84,"$2,380,000.00","1",39.5983656482,-122.392092433,13130,11238.3333333333,1892.5,0.144083333333333,149.05,1.63,1.21
"124","Glenn County",2013,6021,"CA",15.5,4340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%","0.0%","9.3%","NA","27.0%","2,090","82%","18%",2.92,"$2,246,000.00","1",39.5983656482,-122.392092433,12950.8333333333,11365,1585.83333333333,0.1225,151.44,1.66,1.26
"125","Glenn County",2014,6021,"CA",14.9,4170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.6%",NA,"6.4%","NA","25.5%","1,950","82%","18%",3.07,"$2,259,000.00","1",39.5983656482,-122.392092433,12784.1666666667,11405,1378.33333333333,0.107833333333333,141.99,1.56,1.51
"126","Glenn County",2015,6021,"CA",13.3,3730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","23.7%","1,800","80%","20%",3.09,"$2,063,000.00","1",39.5983656482,-122.392092433,12964.1666666667,11828.3333333333,1137.5,0.0878333333333333,142,1.56,1.53
"127","Glenn County",2016,6021,"CA",13.2,3700,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","22.7%","1,720","82%","18%",3.2,"$2,026,000.00","1",39.5983656482,-122.392092433,12949.1666666667,11868.3333333333,1082.5,0.0836666666666667,138.97,1.52,1.68
"128","Glenn County",2017,6021,"CA",13,3620,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.0%",NA,"4.0%","NA","21.6%","1,620","75%","25%",3.23,"$1,993,000.00","1",39.5983656482,-122.392092433,12804.1666666667,11840.8333333333,962.5,0.0751666666666667,136.44,1.5,1.73
"129","Glenn County",2018,6021,"CA",14.2,3970,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","20.2%","1510","78%","22%",3.33,"$2,240,000.00","1",39.5983656482,-122.392092433,12767.5,11927.5,840,0.066,136.22,1.49,1.84
"130","Glenn County",2019,6021,"CA",13.6,3790,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.9%",NA,"7.1%","7.1%","18.3%","1,370","77%","23%",3.13,"$2,029,000","2",39.5983656482,-122.392092433,13010,12206.6666666667,803.333333333333,0.0618333333333333,141.13,1.55,1.58
"131","Glenn County",2020,6021,"CA",12.5,3520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.2%",NA,"6.8%","6.8%","17.1%","1,280","79%","21%",3.25,"$1,840,000","2",39.5983656482,-122.392092433,12782.5,11635,1153.33333333333,0.0900833333333333,151.1,1.66,1.59
"132","Glenn County",2021,6021,"CA",11,3160,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.9%",NA,NA,"3.1%","14.1%","1,100","81%","19%",3.54,"$1,978,000","2",39.5983656482,-122.392092433,12627.5,11741.6666666667,886.666666666667,0.07025,216.53,2.37,1.17
"133","Humboldt County",2010,6023,"CA",17.8,23740,"130.0%","SNAP","185.0%","Other Nutrition Program","56.0%","17.1%","26.8%","NA","24.5%","6450","72%","28%",2.56,"$10,461,070","1",40.6986310325,-123.873713677,66075,58941.6666666667,7133.33333333333,0.107833333333333,146.46,1.61,0.95
"134","Humboldt County",2011,6023,"CA",17.1,22900,"130%","SNAP","185%","Other Nutrition Program","55.3%","26.6%","18.1%","NA","24.9%","6710","74%","26%",2.69,"$10,042,650.00","1",40.6986310325,-123.873713677,64941.6666666667,58008.3333333333,6941.66666666667,0.107083333333333,147.06,1.61,1.08
"135","Humboldt County",2012,6023,"CA",18,24160,"130%","SNAP","185%","Other Nutrition Program","57.9%","20.9%","21.1%","NA","26.3%","7,070","72%","28%",2.71,"$11,447,000.00","1",40.6986310325,-123.873713677,64133.3333333333,57883.3333333333,6250,0.0973333333333333,149.05,1.63,1.08
"136","Humboldt County",2013,6023,"CA",18.9,25420,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.1%","0.0%","20.9%","NA","27.3%","7,280","71%","29%",2.95,"$13,251,000.00","1",40.6986310325,-123.873713677,62833.3333333333,57658.3333333333,5141.66666666667,0.0821666666666667,151.44,1.66,1.29
"137","Humboldt County",2014,6023,"CA",18,24340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.6%",NA,"19.4%","NA","26.5%","7,030","72%","28%",2.98,"$12,822,000.00","1",40.6986310325,-123.873713677,62225,58033.3333333333,4191.66666666667,0.0676666666666667,141.99,1.56,1.42
"138","Humboldt County",2015,6023,"CA",18.2,24580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.3%",NA,"16.7%","NA","24.0%","6,340","82%","18%",3.07,"$13,521,000.00","1",40.6986310325,-123.873713677,62291.6666666667,58775,3500,0.05625,142,1.56,1.51
"139","Humboldt County",2016,6023,"CA",17.1,23170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.6%",NA,"18.4%","NA","21.5%","5,670","81%","19%",3.11,"$12,312,000.00","1",40.6986310325,-123.873713677,62416.6666666667,59333.3333333333,3091.66666666667,0.0495,138.97,1.52,1.59
"140","Humboldt County",2017,6023,"CA",16.2,21900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.8%",NA,"18.2%","NA","20.3%","5,350","85%","15%",3.19,"$11,936,000.00","1",40.6986310325,-123.873713677,62500,59841.6666666667,2633.33333333333,0.0425,136.44,1.5,1.69
"141","Humboldt County",2018,6023,"CA",14.1,19190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","19.6%","5140","77%","23%",3.32,"$10,777,000.00","1",40.6986310325,-123.873713677,62533.3333333333,60266.6666666667,2266.66666666667,0.03625,136.22,1.49,1.83
"142","Humboldt County",2019,6023,"CA",14.8,20060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.1%",NA,"23.9%","23.9%","18.2%","4,760","76%","24%",3.3,"$11,318,000","2",40.6986310325,-123.873713677,62241.6666666667,59975,2258.33333333333,0.0364166666666667,141.13,1.55,1.75
"143","Humboldt County",2020,6023,"CA",15,20400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.7%",NA,"19.3%","19.3%","17.5%","4,550","72%","28%",3.92,"$12,859,000","2",40.6986310325,-123.873713677,59883.3333333333,54758.3333333333,5108.33333333333,0.0859166666666667,151.1,1.66,2.26
"144","Humboldt County",2021,6023,"CA",13.9,19050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.3%",NA,NA,"14.7%","16.0%","4,210","79%","21%",4.56,"$15,345,000","2",40.6986310325,-123.873713677,58908.3333333333,55183.3333333333,3716.66666666667,0.0631666666666667,216.53,2.37,2.19
"145","Imperial County",2010,6025,"CA",27.6,46400,"130.0%","SNAP","185.0%","Other Nutrition Program","52.4%","31.8%","15.8%","NA","43.8%","21520","68%","32%",2.18,"$17,411,260","1",33.0396666316,-115.365267034,79108.3333333333,55841.6666666667,23241.6666666667,0.293916666666667,146.46,1.61,0.57
"146","Imperial County",2011,6025,"CA",27.8,47690,"130%","SNAP","185%","Other Nutrition Program","57.7%","14.7%","27.7%","NA","43.6%","21940","79%","21%",2.28,"$17,726,500.00","1",33.0396666316,-115.365267034,79625,56308.3333333333,23300,0.292583333333333,147.06,1.61,0.67
"147","Imperial County",2012,6025,"CA",22.7,39340,"130%","SNAP","185%","Other Nutrition Program","65.1%","13.5%","21.4%","NA","38.8%","19,620","84%","16%",2.4,"$16,512,000.00","1",33.0396666316,-115.365267034,79350,57366.6666666667,21991.6666666667,0.277166666666667,149.05,1.63,0.77
"148","Imperial County",2013,6025,"CA",17.4,30420,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.3%","0.0%","6.7%","NA","35.4%","18,000","84%","16%",2.53,"$13,597,000.00","1",33.0396666316,-115.365267034,78158.3333333333,58408.3333333333,19766.6666666667,0.252833333333333,151.44,1.66,0.87
"149","Imperial County",2014,6025,"CA",16.6,29380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.1%",NA,"1.9%","NA","33.0%","16,820","80%","20%",2.56,"$13,279,000.00","1",33.0396666316,-115.365267034,78258.3333333333,59275,19008.3333333333,0.242583333333333,141.99,1.56,1
