"","year","county","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude.x","longitude.x","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff","population","all_returns","agi","median_income","median_rank","joint_returns","joint_returns_median_income","joint_returns_median_rank","tax_assessed","latitude.y","longitude.y","new_georeferenced_column"
"63",2011,"Calaveras County",6009,"CA",14.6,6680,"130%","SNAP","185%","Other Nutrition Program","29.9%","21.3%","48.8%","NA","21.4%","1930","48%","52%",3.6,"$3,920,480.00","1",38.2050147927,-120.553756737,20647.5,17700.8333333333,2946.66666666667,0.14275,147.06,1.61,1.99,45143,17422,884888000,35457,21,9054,56533,31,27948000,38.25462698,-120.4657376,"POINT (-120.4657376 38.25462698)"
"64",2011,"Colusa County",6011,"CA",19.8,4210,"130%","SNAP","185%","Other Nutrition Program","52.7%","19.9%","27.4%","NA","33.3%","2120","79%","21%",3.99,"$2,738,520.00","1",39.1775362451,-122.237100273,11379.1666666667,8924.16666666667,2455.83333333333,0.218,147.06,1.61,2.38,21502,8891,423152000,28667,47,4005,44364,54,15612000,39.16798125,-122.2990667,"POINT (-122.2990667 39.16798125)"
"65",2011,"Contra Costa County",6013,"CA",13.8,143070,"130%","SNAP","185%","Other Nutrition Program","36.1%","15.8%","48.1%","NA","19.1%","49440","53%","47%",2.98,"$69,506,530.00","1",37.9155346665,-121.927176832,528500,473141.666666667,55366.6666666667,0.104833333333333,147.06,1.61,1.37,1061375,437581,36306655000,45446,4,185145,89924,4,1727560000,37.98817952,-121.9371402,"POINT (-121.9371402 37.98817952)"
"66",2011,"Del Norte County",6015,"CA",18.6,5300,"130%","SNAP","185%","Other Nutrition Program","52.5%","22.0%","25.6%","NA","29.6%","1880","85%","16%",2.88,"$2,488,450.00","1",41.7434380162,-123.896950371,10880.8333333333,9409.16666666667,1473.33333333333,0.1355,147.06,1.61,1.27,28498,7957,339008000,31166,33,3593,52831,41,9243000,41.70557047,-123.8920045,"POINT (-123.8920045 41.70557047)"
"67",2011,"El Dorado County",6017,"CA",13.1,23520,"130%","SNAP","185%","Other Nutrition Program","30.7%","16.8%","52.5%","NA","20.0%","8290","50%","50%",3.7,"$14,187,300.00","1",38.7787541226,-120.525262109,89550,78875,10675,0.119166666666667,147.06,1.61,2.09,180663,68358,4991095000,44224,7,35507,79457,8,195807000,38.76394197,-120.6060593,"POINT (-120.6060593 38.76394197)"
"68",2011,"Fresno County",6019,"CA",20.8,191450,"130%","SNAP","185%","Other Nutrition Program","63.9%","16.4%","19.6%","NA","33.7%","93010","79%","21%",2.55,"$79,589,600.00","1",36.7583709705,-119.651022678,443258.333333333,368783.333333333,74491.6666666667,0.168166666666667,147.06,1.61,0.94,939278,324514,15179066000,27366,53,124710,52712,42,473963000,36.81276025,-119.6826941,"POINT (-119.6826941 36.81276025)"
"69",2011,"Glenn County",6021,"CA",18.1,5080,"130%","SNAP","185%","Other Nutrition Program","57.6%","20.3%","22.0%","NA","29.7%","2350","76%","24%",2.62,"$2,169,830.00","1",39.5983656482,-122.392092433,13157.5,11081.6666666667,2077.5,0.15775,147.06,1.61,1.01,28255,10483,437985000,28179,49,4865,45719,49,13363000,39.59028676,-122.0780968,"POINT (-122.0780968 39.59028676)"
"70",2011,"Humboldt County",6023,"CA",17.1,22900,"130%","SNAP","185%","Other Nutrition Program","55.3%","26.6%","18.1%","NA","24.9%","6710","74%","26%",2.69,"$10,042,650.00","1",40.6986310325,-123.873713677,64941.6666666667,58008.3333333333,6941.66666666667,0.107083333333333,147.06,1.61,1.08,135218,47814,2130722000,29727,42,18819,55552,33,61968000,40.86148517,-123.8585124,"POINT (-123.8585124 40.86148517)"
"71",2011,"Imperial County",6025,"CA",27.8,47690,"130%","SNAP","185%","Other Nutrition Program","57.7%","14.7%","27.7%","NA","43.6%","21940","79%","21%",2.28,"$17,726,500.00","1",33.0396666316,-115.365267034,79625,56308.3333333333,23300,0.292583333333333,147.06,1.61,0.67,177229,60083,2356371000,23345,58,25863,37700,58,59691000,33.07729374,-114.7515356,"POINT (-114.7515356 33.07729374)"
"72",2011,"Inyo County",6027,"CA",13.9,2560,"130%","SNAP","185%","Other Nutrition Program","44.0%","20.9%","35.0%","NA","23.0%","920","57%","43%",2.71,"$1,131,020.00","1",36.5112075686,-117.410731439,9661.66666666667,8706.66666666667,955.833333333333,0.0989166666666667,147.06,1.61,1.1,18687,7967,386699000,34252,24,3452,65289,21,11724000,36.63350255,-118.2559592,"POINT (-118.2559592 36.63350255)"
"73",2011,"Kern County",6029,"CA",18.9,156810,"130%","SNAP","185%","Other Nutrition Program","61.9%","17.2%","20.9%","NA","31.0%","78210","78%","22%",2.62,"$66,978,560.00","1",35.3428386484,-118.729938045,382025,324441.666666667,57591.6666666667,0.150916666666667,147.06,1.61,1.01,848839,278111,13833654000,29860,40,114432,57047,29,454907000,35.37676773,-118.8073572,"POINT (-118.8073572 35.37676773)"
"74",2011,"Kings County",6031,"CA",19.9,30360,"130%","SNAP","185%","Other Nutrition Program","51.3%","20.1%","28.6%","NA","32.0%","13540","77%","23%",2.58,"$12,769,750.00","1",36.075306112,-119.815547843,59083.3333333333,49516.6666666667,9550,0.161916666666667,147.06,1.61,0.97,151655,43331,1830861000,28602,48,18165,49064,45,50974000,36.01947119,-120.0181641,"POINT (-120.0181641 36.01947119)"
"75",2011,"Lake County",6033,"CA",20.2,12990,"130%","SNAP","185%","Other Nutrition Program","57.8%","19.3%","22.9%","NA","32.7%","4530","76%","24%",3.22,"$6,819,080.00","1",39.0996074075,-122.753384296,29581.6666666667,25210.8333333333,4372.5,0.14775,147.06,1.61,1.61,64419,21082,844441000,27915,51,9189,45585,50,21956000,39.06500481,-122.6570192,"POINT (-122.6570192 39.06500481)"
"76",2011,"Lassen County",6035,"CA",17.4,6080,"130%","SNAP","185%","Other Nutrition Program","31.2%","10.3%","58.5%","NA","23.2%","1410","56%","44%",2.97,"$2,943,880.00","1",40.6735197906,-120.594276729,11771.6666666667,10150.8333333333,1622.5,0.13775,147.06,1.61,1.36,34668,9373,465671000,40518,10,4558,64500,22,12002000,40.43255922,-120.6495591,"POINT (-120.6495591 40.43255922)"
"77",2011,"Los Angeles County",6037,"CA",17.9,1749600,"130%","SNAP","185%","Other Nutrition Program","54.2%","19.6%","26.2%","NA","26.8%","650480","70%","30%",2.86,"$815,765,960.00","1",34.3615935047,-118.216981811,4941200,4336750,604441.666666667,0.122291666666667,147.06,1.61,1.25,9860836,4014635,247542840000,30255,38,1310124,58859,26,11000935000,34.0594833,-118.242048,"POINT (-118.242048 34.0594833)"
"78",2011,"Madera County",6039,"CA",18.2,27230,"130%","SNAP","185%","Other Nutrition Program","59.5%","19.3%","21.3%","NA","32.2%","13750","81%","19%",3.29,"$14,605,090.00","1",37.21816377,-119.762685404,61966.6666666667,51783.3333333333,10183.3333333333,0.164416666666667,147.06,1.61,1.68,152008,50351,1978926000,25939,56,21852,45112,51,53959000,37.09637123,-119.8904305,"POINT (-119.8904305 37.09637123)"
"79",2011,"Marin County",6041,"CA",11.5,28770,"130%","SNAP","185%","Other Nutrition Program","30.6%","14.0%","55.4%","NA","15.8%","8200","42%","58%",3.25,"$15,243,480.00","1",38.0728900672,-122.71915116,134241.666666667,124300,9941.66666666667,0.074,147.06,1.61,1.64,254359,118316,15460665000,52032,1,48517,120170,1,976939000,38.03952573,-122.7299513,"POINT (-122.7299513 38.03952573)"
"80",2011,"Mariposa County",6043,"CA",15,2750,"130%","SNAP","185%","Other Nutrition Program","43.1%","28.9%","27.9%","NA","28.1%","950","67%","33%",2.67,"$1,197,030.00","1",37.5813163577,-119.906074042,8650,7490.83333333333,1160,0.134833333333333,147.06,1.61,1.06,17977,6479,284120000,31198,32,3073,50341,43,7533000,37.72289349,-119.9767358,"POINT (-119.9767358 37.72289349)"
"81",2011,"Mendocino County",6045,"CA",15.8,13860,"130%","SNAP","185%","Other Nutrition Program","59.5%","23.0%","17.5%","NA","26.8%","5230","77%","23%",3.15,"$7,117,620.00","1",39.440445802,-123.391375934,40873.3333333333,36141.6666666667,4735,0.11575,147.06,1.61,1.54,88071,33762,1446440000,27920,50,13975,47990,47,43390000,39.31034149,-123.6517776,"POINT (-123.6517776 39.31034149)"
"82",2011,"Merced County",6047,"CA",21.5,54600,"130%","SNAP","185%","Other Nutrition Program","63.5%","19.1%","17.4%","NA","34.9%","28120","80%","20%",2.71,"$24,122,520.00","1",37.1928046251,-120.717925436,114700,94141.6666666667,20558.3333333333,0.1795,147.06,1.61,1.1,259289,83403,3120948000,26316,55,35339,43741,57,76510000,37.1324242,-120.7167521,"POINT (-120.7167521 37.1324242)"
"83",2011,"Modoc County",6049,"CA",18.3,1760,"130%","SNAP","185%","Other Nutrition Program","58.4%","22.3%","19.4%","NA","31.7%","670","77%","23%",2.75,"$789,050.00","1",41.5897858558,-120.725182912,3616.66666666667,3029.16666666667,586.666666666667,0.162666666666667,147.06,1.61,1.14,9565,2831,107886000,28847,45,1395,44298,55,2908000,41.71368177,-120.943072,"POINT (-120.943072 41.71368177)"
"84",2011,"Mono County",6051,"CA",14.2,1980,"130%","SNAP","185%","Other Nutrition Program","50.1%","28.0%","21.9%","NA","22.2%","660","75%","25%",2.68,"$865,090.00","1",37.9391539251,-118.886797787,8815.83333333333,7913.33333333333,902.5,0.10325,147.06,1.61,1.07,14305,5291,257189000,30874,35,1997,59910,25,8593000,38.34709997,-119.3327269,"POINT (-119.3327269 38.34709997)"
"85",2011,"Monterey County",6053,"CA",16.4,67590,"130%","SNAP","185%","Other Nutrition Program","54.9%","19.8%","25.3%","NA","28.1%","31010","74%","26%",2.66,"$29,310,610.00","1",36.2172938519,-121.23941124,216258.333333333,188400,27850,0.12975,147.06,1.61,1.05,419998,163483,8537293000,29347,44,61027,55315,34,315734000,36.32470669,-121.2968358,"POINT (-121.2968358 36.32470669)"
"86",2011,"Napa County",6055,"CA",12.5,16860,"130%","SNAP","185%","Other Nutrition Program","41.5%","20.4%","38.1%","NA","20.5%","6420","63%","37%",3.25,"$8,933,090.00","1",38.5076030306,-122.330530356,70641.6666666667,63591.6666666667,7033.33333333333,0.0996666666666667,147.06,1.61,1.64,137634,60138,4175142000,38883,12,25637,71336,13,192452000,38.45938161,-122.3328556,"POINT (-122.3328556 38.45938161)"
"87",2011,"Nevada County",6057,"CA",13.1,12880,"130%","SNAP","185%","Other Nutrition Program","37.4%","23.4%","39.2%","NA","20.9%","4040","61%","39%",3.9,"$8,189,200.00","1",39.301273004,-120.768694433,48941.6666666667,43420,5522.5,0.112916666666667,147.06,1.61,2.29,98593,39917,2221038000,35190,22,18646,62008,24,80557000,39.29548859,-120.9008733,"POINT (-120.9008733 39.29548859)"
"88",2011,"Orange County",6059,"CA",12.7,379690,"130%","SNAP","185%","Other Nutrition Program","44.1%","18.7%","37.2%","NA","20.8%","153490","60%","41%",2.93,"$181,366,700.00","1",33.703091525,-117.761211249,1543783.33333333,1400883.33333333,142900,0.0925833333333333,147.06,1.61,1.32,3047120,1307608,94788570000,36533,16,528252,74965,10,4516447000,33.66073433,-117.9361373,"POINT (-117.9361373 33.66073433)"
"89",2011,"Placer County",6061,"CA",12.5,43090,"130%","SNAP","185%","Other Nutrition Program","28.3%","16.4%","55.3%","NA","18.2%","15320","43%","57%",3.15,"$22,128,290.00","1",39.063936061,-120.717238332,173475,154308.333333333,19166.6666666667,0.110416666666667,147.06,1.61,1.54,356367,159333,10848527000,44466,6,77921,80541,7,428025000,39.0316205,-120.8830665,"POINT (-120.8830665 39.0316205)"
"90",2011,"Plumas County",6063,"CA",17.6,3560,"130%","SNAP","185%","Other Nutrition Program","42.4%","29.3%","28.3%","NA","26.9%","1000","89%","11%",3.71,"$2,153,200.00","1",40.0047236595,-120.838727612,8885.83333333333,7298.33333333333,1589.16666666667,0.179333333333333,147.06,1.61,2.1,19953,7234,326683000,33509,28,3584,54112,36,8800000,40.00510655,-121.0077457,"POINT (-121.0077457 40.00510655)"
"91",2011,"Riverside County",6065,"CA",15.7,338010,"130%","SNAP","185%","Other Nutrition Program","49.1%","20.3%","30.6%","NA","25.6%","157800","70%","30%",2.69,"$148,232,220.00","1",33.74364051,-115.994021641,977300,846300,131008.333333333,0.134,147.06,1.61,1.08,2220502,807184,38769105000,30565,36,333974,56842,30,1099702000,33.7775741,-115.4706931,"POINT (-115.4706931 33.7775741)"
"92",2011,"Sacramento County",6067,"CA",17.3,243470,"130%","SNAP","185%","Other Nutrition Program","47.1%","21.3%","31.6%","NA","23.8%","86390","69%","31%",2.75,"$109,153,820.00","1",38.4543841802,-121.338809393,679000,595333.333333333,83683.3333333333,0.12325,147.06,1.61,1.14,1430884,558039,29761291000,36062,20,215082,66461,20,995166000,38.1923781,-121.6020643,"POINT (-121.6020643 38.1923781)"
"93",2011,"San Benito County",6069,"CA",16,8790,"130%","SNAP","185%","Other Nutrition Program","43.2%","14.5%","42.3%","NA","26.8%","4330","59%","41%",3.42,"$4,900,900.00","1",36.6055494282,-121.074869757,28250,24075,4158.33333333333,0.14775,147.06,1.61,1.81,55950,22209,1157712000,33882,25,9597,67194,18,36957000,36.50024907,-121.0915105,"POINT (-121.0915105 36.50024907)"
"94",2011,"San Bernardino County",6071,"CA",16.5,334420,"130%","SNAP","185%","Other Nutrition Program","52.7%","19.8%","27.5%","NA","26.1%","156230","71%","29%",2.66,"$145,022,260.00","1",34.8413712057,-116.178482683,887333.333333333,771116.666666667,116233.333333333,0.130833333333333,147.06,1.61,1.05,2053348,717899,32866852000,30246,39,280805,56510,32,869001000,34.52258599,-115.5372574,"POINT (-115.5372574 34.52258599)"
"95",2011,"San Diego County",6073,"CA",15,459180,"130%","SNAP","185%","Other Nutrition Program","45.8%","18.3%","35.9%","NA","22.5%","162320","63%","37%",2.85,"$213,348,010.00","1",33.03590414,-116.733115518,1521750,1361866.66666667,159883.333333333,0.105166666666667,147.06,1.61,1.24,3125321,1293340,82809086000,36352,18,515177,70705,15,3486531000,32.78964014,-117.1936577,"POINT (-117.1936577 32.78964014)"
"96",2011,"San Francisco County",6075,"CA",16.6,132480,"130%","SNAP","185%","Other Nutrition Program","43.0%","20.2%","36.9%","NA","18.7%","20020","58%","42%",3.42,"$73,864,740.00","1",37.7545101587,-122.442201158,493441.666666667,453066.666666667,40366.6666666667,0.08175,147.06,1.61,1.81,813123,412758,42729727000,45013,5,116239,81225,6,2579353000,37.7577,-122.4376,"POINT (-122.4376 37.7577)"
"97",2011,"San Joaquin County",6077,"CA",19.5,132640,"130%","SNAP","185%","Other Nutrition Program","49.9%","21.4%","28.7%","NA","28.9%","58170","73%","27%",2.67,"$57,735,980.00","1",37.9347888756,-121.271031094,311166.666666667,259975,51208.3333333333,0.164666666666667,147.06,1.61,1.06,692862,248059,11570484000,31568,29,104114,57375,28,358606000,37.933703,-121.3444014,"POINT (-121.3444014 37.933703)"
"98",2011,"San Luis Obispo County",6079,"CA",14.1,37800,"130%","SNAP","185%","Other Nutrition Program","44.1%","18.3%","37.5%","NA","20.3%","10290","59%","42%",3.03,"$18,672,190.00","1",35.3871699387,-120.404113779,134083.333333333,121025,13033.3333333333,0.0971666666666667,147.06,1.61,1.42,270119,111353,6371736000,36539,15,48514,67635,17,254953000,35.27435015,-120.6124974,"POINT (-120.6124974 35.27435015)"
"99",2011,"San Mateo County",6081,"CA",11.7,83560,"130%","SNAP","185%","Other Nutrition Program","31.9%","16.5%","51.6%","NA","17.1%","27130","48%","53%",2.98,"$40,595,270.00","1",37.4222797899,-122.328717603,398900,368366.666666667,30525,0.0765833333333333,147.06,1.61,1.37,727980,328416,40680518000,49741,2,134919,102793,3,2501551000,37.43944139,-122.3344603,"POINT (-122.3344603 37.43944139)"
"100",2011,"Santa Barbara County",6083,"CA",14,58820,"130%","SNAP","185%","Other Nutrition Program","54.3%","19.6%","26.1%","NA","23.2%","22480","69%","31%",2.73,"$26,178,720.00","1",34.7247642306,-120.022280302,212558.333333333,192258.333333333,20300,0.0955,147.06,1.61,1.12,425756,171000,11062483000,33577,26,67143,63947,23,494916000,34.42119106,-119.6988197,"POINT (-119.6988197 34.42119106)"
"101",2011,"Santa Clara County",6085,"CA",13.4,236170,"130%","SNAP","185%","Other Nutrition Program","35.5%","15.6%","48.9%","NA","19.5%","83150","50%","50%",2.96,"$113,966,500.00","1",37.2314656159,-121.694370762,937891.666666667,849083.333333333,88800,0.09475,147.06,1.61,1.35,1806881,804562,84170232000,47992,3,339600,103019,2,4706938000,37.23423826,-121.7317226,"POINT (-121.7317226 37.23423826)"
"102",2011,"Santa Cruz County",6087,"CA",15.6,40390,"130%","SNAP","185%","Other Nutrition Program","46.2%","18.4%","35.4%","NA","24.0%","13180","63%","37%",3.1,"$20,412,510.00","1",37.0562738337,-122.001503233,141158.333333333,122383.333333333,18775,0.133166666666667,147.06,1.61,1.49,265569,115749,7262664000,33576,27,43855,71146,14,308185000,37.02159755,-121.9471295,"POINT (-121.9471295 37.02159755)"
"103",2011,"Shasta County",6089,"CA",18.1,32110,"130%","SNAP","185%","Other Nutrition Program","50.9%","24.1%","25.0%","NA","27.7%","11130","76%","24%",2.67,"$13,976,950.00","1",40.7638035968,-122.040258069,76991.6666666667,64525,12483.3333333333,0.162083333333333,147.06,1.61,1.06,178089,67661,2969166000,31549,30,32250,53110,39,87504000,40.53502155,-122.5021643,"POINT (-122.5021643 40.53502155)"
"104",2011,"Sierra County",6091,"CA",16.5,540,"130%","SNAP","185%","Other Nutrition Program","43.6%","11.6%","44.8%","NA","29.2%","160","53%","47%",2.93,"$257,940.00","1",39.5802326921,-120.5158689,1600,1357.5,241.666666666667,0.151583333333333,147.06,1.61,1.32,3146,1072,52984000,35157,23,557,53069,40,1664000,39.56316056,-120.7739513,"POINT (-120.7739513 39.56316056)"
"105",2011,"Siskiyou County",6093,"CA",19.6,8770,"130%","SNAP","185%","Other Nutrition Program","53.5%","25.5%","21.0%","NA","30.4%","2820","75%","25%",3.06,"$4,375,040.00","1",41.5927766918,-122.540597429,19426.6666666667,16070.8333333333,3355,0.172833333333333,147.06,1.61,1.45,44875,16303,663581000,28700,46,7841,46281,48,17997000,41.40245364,-123.1750119,"POINT (-123.1750119 41.40245364)"
"106",2011,"Solano County",6095,"CA",15.6,64360,"130%","SNAP","185%","Other Nutrition Program","34.3%","16.3%","49.4%","NA","20.7%","21120","54%","46%",2.68,"$28,119,760.00","1",38.2809617098,-121.925388545,201908.333333333,176925,24991.6666666667,0.123833333333333,147.06,1.61,1.07,414337,166290,9421850000,39662,11,67863,73575,11,301178000,38.17681839,-122.0352986,"POINT (-122.0352986 38.17681839)"
"107",2011,"Sonoma County",6097,"CA",13.5,64790,"130%","SNAP","185%","Other Nutrition Program","40.9%","19.6%","39.5%","NA","21.2%","22580","58%","42%",2.98,"$31,476,400.00","1",38.5285599879,-122.887483333,245600,220083.333333333,25525,0.103916666666667,147.06,1.61,1.37,486778,210701,12583350000,37225,13,84815,70217,16,503360000,38.49367199,-122.9302632,"POINT (-122.9302632 38.49367199)"
"108",2011,"Stanislaus County",6099,"CA",19.2,98380,"130%","SNAP","185%","Other Nutrition Program","53.8%","18.7%","27.5%","NA","30.8%","45550","73%","27%",2.71,"$43,464,720.00","1",37.5596231173,-120.997728951,242158.333333333,201566.666666667,40616.6666666667,0.167916666666667,147.06,1.61,1.1,518141,182865,8549944000,30907,34,79471,53948,38,251497000,37.50148783,-121.2164803,"POINT (-121.2164803 37.50148783)"
"109",2011,"Sutter County",6101,"CA",20.2,19000,"130%","SNAP","185%","Other Nutrition Program","49.0%","25.7%","25.3%","NA","31.1%","8110","78%","22%",2.6,"$8,053,560.00","1",39.0347176537,-121.694837777,45925,37450,8483.33333333333,0.18475,147.06,1.61,0.99,94764,33973,1577781000,30280,37,16049,49982,44,45045000,39.01131111,-121.7233341,"POINT (-121.7233341 39.01131111)"
"110",2011,"Tehama County",6103,"CA",18.7,11790,"130%","SNAP","185%","Other Nutrition Program","59.4%","26.8%","13.8%","NA","31.5%","5090","86%","14%",2.75,"$5,285,760.00","1",40.1257489332,-122.234030581,25552.5,21657.5,3892.5,0.152416666666667,147.06,1.61,1.14,63514,18478,789431000,27869,52,8654,44729,53,24008000,40.25506437,-122.2937715,"POINT (-122.2937715 40.25506437)"
"111",2011,"Trinity County",6105,"CA",19.4,2660,"130%","SNAP","185%","Other Nutrition Program","48.5%","23.7%","27.8%","NA","31.2%","790","70%","30%",2.77,"$1,201,220.00","1",40.6506363021,-123.112687957,5383.33333333333,4469.16666666667,913.333333333333,0.170083333333333,147.06,1.61,1.16,13546,4220,153051000,27226,54,1973,44732,52,5170000,40.84092907,-122.972844,"POINT (-122.972844 40.84092907)"
"112",2011,"Tulare County",6107,"CA",19.8,86420,"130%","SNAP","185%","Other Nutrition Program","70.9%","16.1%","13.0%","NA","34.5%","49160","84%","16%",2.61,"$36,771,860.00","1",36.2204314354,-118.800475359,203383.333333333,168033.333333333,35375,0.174,147.06,1.61,1,447665,147599,5725872000,25242,57,59310,44129,56,161326000,36.28254312,-118.2652098,"POINT (-118.2652098 36.28254312)"
